slug,nombre_ejercicio,descripcion,beneficios,errores_comunes,precauciones,tipo_ejercicio,musculos_principales,musculos_secundarios,equipamiento_necesario,nivel_recomendado,intensidad,objetivos_principales,ranking_efectividad,etiquetas,variaciones,hsl_link,direct_link,thumbnail_url,preview_url_webp,storage_video
elevaciones-l,Elevaciones en L,"De pie, una mancuerna al frente y otra al costado, eleva simultáneamente hasta altura del hombro y baja controlado. Alterna roles de brazos. Mejora coordinación y trabajo unilateral de hombros.","[""Trabaja deltoides anterior y lateral"",""Mejora coordinación"",""Desafía estabilizadores""]","[""Usar mucho peso"",""Movimiento descoordinado"",""Balancear el torso""]","[""Usar peso ligero"",""Control y alternancia"",""Core activado""]",aislado,Deltoides anterior,"[""Deltoides lateral"",""Trapecio"",""Manguito rotador"",""Serrato anterior""]","[""Mancuernas ligeras""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,7,"[""hombros"",""brazos"",""casa""]","[""elevaciones-l"",""elevaciones-y-banco-inclinado"",""remo-apoyado""]",https://vz-cddd003b-54d.b-cdn.net/9abb6bf0-0a5b-40e8-876c-1d4c999426bb/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/9abb6bf0-0a5b-40e8-876c-1d4c999426bb,https://vz-cddd003b-54d.b-cdn.net/9abb6bf0-0a5b-40e8-876c-1d4c999426bb/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/9abb6bf0-0a5b-40e8-876c-1d4c999426bb/preview.webp?v=1752876590,https://olympo.b-cdn.net/hombros/Elevaciones-L.mp4
elevaciones-laterales-disco,Elevaciones laterales con discos,"De pie, sujeta un disco en cada mano, eleva los brazos lateralmente hasta la altura de los hombros, con ligera flexión de codos. Baja controlado. Los discos permiten variar agarre y rango. Evita impulso o sobrecarga.","[""Permite variar el tipo de agarre"",""Mejora el control motor"",""Fácil de progresar en peso""]","[""Subir los brazos por encima del hombro"",""Impulsarse con el torso"",""Flexionar mucho los codos""]","[""Comienza con discos ligeros"",""Controla la subida y bajada"",""Mantén técnica estricta""]",aislado,Deltoides lateral,"[""Trapecio"",""Supraespinoso""]","[""Discos de peso""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,7,"[""gimnasio"",""hombros"",""discos""]","[""elevaciones-laterales-disco"",""elevaciones-laterales-mancuernas"",""elevaciones-laterales-kettlebell""]",https://vz-cddd003b-54d.b-cdn.net/450f61e2-be7a-4972-a90e-86f6a8b120fb/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/450f61e2-be7a-4972-a90e-86f6a8b120fb,https://vz-cddd003b-54d.b-cdn.net/450f61e2-be7a-4972-a90e-86f6a8b120fb/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/450f61e2-be7a-4972-a90e-86f6a8b120fb/preview.webp?v=1752876527,https://olympo.b-cdn.net/hombros/Elevaciones-Laterales-Disco.mp4
elevaciones-laterales-kettlebell,Elevaciones laterales con kettlebells,"De pie, sujeta una kettlebell en cada mano a los lados, eleva los brazos lateralmente hasta la altura del hombro. El centro de gravedad bajo de la kettlebell exige mayor control. Baja lentamente. Excelente para variar estímulo y trabajar estabilizadores.","[""Aumenta control y estabilidad de hombro"",""Varía el estímulo respecto a mancuernas"",""Mejora agarre y coordinación""]","[""Usar impulso"",""Flexionar excesivamente el codo"",""Subir los brazos por encima del hombro""]","[""Comienza con poco peso"",""Controla la bajada"",""No realices si tienes dolor de hombro""]",aislado,Deltoides lateral,"[""Trapecio"",""Supraespinoso""]","[""Kettlebell""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,7,"[""gimnasio"",""hombros"",""kettlebell""]","[""elevaciones-laterales-mancuernas"",""elevaciones-laterales-kettlebell"",""elevaciones-laterales-disco""]",https://vz-cddd003b-54d.b-cdn.net/0ef4e612-7cb1-4109-87cf-9bd5f395db90/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/0ef4e612-7cb1-4109-87cf-9bd5f395db90,https://vz-cddd003b-54d.b-cdn.net/0ef4e612-7cb1-4109-87cf-9bd5f395db90/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/0ef4e612-7cb1-4109-87cf-9bd5f395db90/preview.webp?v=1752876619,https://olympo.b-cdn.net/hombros/Elevaciones-Laterales-Kettlebell.mp4
elevaciones-laterales-mancuernas,Elevaciones laterales con mancuernas,"De pie, con mancuernas a los lados, eleva los brazos lateralmente hasta la altura de los hombros, manteniendo una ligera flexión de codos. No uses impulso ni subas por encima de la línea del hombro. Baja controlado. Trabaja deltoides medio y mejora la estética del hombro.","[""Aísla el deltoides medio"",""Mejora la forma del hombro"",""Fácil de ajustar a cualquier nivel""]","[""Usar impulso con el torso"",""Subir los brazos por encima del hombro"",""Flexionar excesivamente los codos""]","[""Elige un peso adecuado"",""Mantén el control todo el tiempo"",""No rebotes""]",aislado,Deltoides lateral,"[""Trapecio"",""Supraespinoso""]","[""Mancuernas""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""hombros"",""casa"",""mancuernas""]","[""elevaciones-laterales-mancuernas"",""elevaciones-laterales-sentado-mancuernas"",""elevacion-lateral-unilateral-polea""]",https://vz-cddd003b-54d.b-cdn.net/6f5635dd-aadc-463a-82b7-26b43029d061/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/6f5635dd-aadc-463a-82b7-26b43029d061,https://vz-cddd003b-54d.b-cdn.net/6f5635dd-aadc-463a-82b7-26b43029d061/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/6f5635dd-aadc-463a-82b7-26b43029d061/preview.webp?v=1752876659,https://olympo.b-cdn.net/hombros/Elevaciones-Laterales-Mancuernas.mp4
elevaciones-laterales-sentado-mancuernas,Elevaciones laterales sentado con mancuernas,"Siéntate en un banco sin respaldo con una mancuerna en cada mano, brazos a los lados y palmas enfrentadas. Con una ligera flexión en los codos, eleva los brazos lateralmente hasta que queden a la altura de los hombros, manteniendo el torso inmóvil y evitando balanceos. Baja de forma controlada. Al estar sentado, se reduce la inercia del cuerpo, lo que enfoca más el esfuerzo en los deltoides laterales.","[""Aislamiento del deltoides lateral"",""Reducción del impulso corporal"",""Mayor control del movimiento""]","[""Elevar por encima de los hombros"",""Usar impulso del torso"",""Rotar excesivamente las muñecas""]","[""Elige una carga moderada"",""Controla el rango de movimiento"",""Mantén la espalda recta""]",aislado,Deltoides lateral,"[""Trapecio superior"",""Deltoides anterior""]","[""Mancuernas"",""Banco plano""]","[""Principiante"",""Intermedio""]",media,hipertrofia,8,"[""hombros"",""deltoides"",""gimnasio"",""mancuernas"",""aislado""]","[""elevaciones-laterales-mancuernas"",""elevaciones-laterales-sentado-mancuernas"",""elevacion-lateral-unilateral-polea""]",https://vz-cddd003b-54d.b-cdn.net/8f42ad0e-4d0d-4470-bb18-e0ec3352a76d/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/8f42ad0e-4d0d-4470-bb18-e0ec3352a76d,https://vz-cddd003b-54d.b-cdn.net/8f42ad0e-4d0d-4470-bb18-e0ec3352a76d/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/8f42ad0e-4d0d-4470-bb18-e0ec3352a76d/preview.webp?v=1752876710,https://olympo.b-cdn.net/hombros/Elevaciones-Laterales-Sentado-Mancuernas.mp4
elevaciones-posteriores-banco-inclinado,Elevaciones posteriores con mancuernas en banco inclinado,"Acuéstate boca abajo en banco inclinado (30-45°), mancuernas colgando. Eleva los brazos a los lados con ligera flexión de codos hasta la línea de los hombros. El apoyo elimina impulso y permite mejor aislamiento.","[""Aísla máximo el deltoides posterior"",""Elimina impulso"",""Reduce tensión en zona lumbar""]","[""Flexionar y extender codos (remo)"",""Elevar demasiado alto"",""Despegar el pecho del banco""]","[""Asegura estabilidad del banco"",""Elige peso que controle bien"",""Mantén cabeza alineada""]",aislado,Deltoides posterior,"[""Romboides"",""Trapecio"",""Infraespinoso"",""Redondo menor""]","[""Banco inclinado"",""Mancuernas""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""hombros"",""mancuernas""]","[""elevaciones-posteriores-banco-inclinado"",""elevaciones-posteriores-mancuernas"",""elevaciones-posteriores-sentado-mancuernas""]",https://vz-cddd003b-54d.b-cdn.net/b42d22f7-a4fc-4d78-9930-cc04212a57f9/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/b42d22f7-a4fc-4d78-9930-cc04212a57f9,https://vz-cddd003b-54d.b-cdn.net/b42d22f7-a4fc-4d78-9930-cc04212a57f9/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/b42d22f7-a4fc-4d78-9930-cc04212a57f9/preview.webp?v=1752876844,https://olympo.b-cdn.net/hombros/Elevaciones-Posteriores-Banco-Inclinado.mp4
elevaciones-posteriores-mancuernas,Elevaciones posteriores con mancuernas (bent-over reverse flyes),"Inclina el torso hacia adelante, pies al ancho de hombros, mancuernas colgando bajo los hombros. Eleva los brazos a los lados con ligera flexión de codos hasta que estén paralelos al suelo. Junta los omóplatos arriba. Baja controlado.","[""Aísla el deltoides posterior"",""Fortalece parte alta de la espalda"",""Mejora postura y estabilidad de hombros""]","[""Usar impulso del torso"",""Flexionar excesivamente codos"",""Redondear la espalda baja""]","[""Mantén espalda recta y core activo"",""Usa pesos ligeros/moderados"",""Evita llevar mancuernas demasiado arriba""]",aislado,Deltoides posterior,"[""Romboides"",""Trapecio"",""Infraespinoso"",""Redondo menor""]","[""Mancuernas"",""Banco (opcional)""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""hombros"",""casa"",""mancuernas""]","[""elevaciones-posteriores-mancuernas"",""elevaciones-posteriores-banco-inclinado"",""elevaciones-posteriores-peck-deck""]",https://vz-cddd003b-54d.b-cdn.net/2ed55d74-7297-4354-9030-7dcbb2a88b05/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/2ed55d74-7297-4354-9030-7dcbb2a88b05,https://vz-cddd003b-54d.b-cdn.net/2ed55d74-7297-4354-9030-7dcbb2a88b05/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/2ed55d74-7297-4354-9030-7dcbb2a88b05/preview.webp?v=1752876742,https://olympo.b-cdn.net/hombros/Elevaciones-Posteriores-Mancuernas.mp4
elevaciones-posteriores-peck-deck,Elevaciones posteriores en peck deck (posición inversa),"Sentado en la peck deck, pecho al respaldo, sujeta los agarres con brazos casi extendidos. Abre los brazos hacia los lados hasta atrás de la línea de los hombros, luego regresa controlado. Movimiento guiado y seguro.","[""Gran aislamiento del deltoides posterior"",""Menor riesgo de impulso"",""Ideal para aprender técnica y bombeo localizado""]","[""Rango de movimiento limitado"",""Usar brazos/bíceps para tirar"",""Mala configuración del asiento""]","[""Ajusta el asiento y brazos de la máquina"",""Evita pesos excesivos"",""Haz repeticiones controladas""]",aislado,Deltoides posterior,"[""Romboides"",""Trapecio"",""Infraespinoso"",""Redondo menor""]","[""Peck deck""]","[""Principiante"",""Intermedio""]",media,hipertrofia,8,"[""gimnasio"",""hombros"",""maquina""]","[""elevaciones-posteriores-peck-deck"",""elevaciones-posteriores-mancuernas"",""elevaciones-posteriores-sentado-mancuernas""]",https://vz-cddd003b-54d.b-cdn.net/4934c180-86e7-465a-8e70-2e0d3f5c50a4/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/4934c180-86e7-465a-8e70-2e0d3f5c50a4,https://vz-cddd003b-54d.b-cdn.net/4934c180-86e7-465a-8e70-2e0d3f5c50a4/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/4934c180-86e7-465a-8e70-2e0d3f5c50a4/preview.webp?v=1752876896,https://olympo.b-cdn.net/hombros/Elevaciones-Posteriores-Peck-Deck.mp4
elevaciones-posteriores-sentado-mancuernas,Elevaciones posteriores con mancuerna sentado,"Siéntate en el borde de un banco plano con una mancuerna en cada mano, torso inclinado hacia adelante y brazos colgando debajo de los hombros. Con una ligera flexión en los codos, eleva ambos brazos hacia los lados en un movimiento semicircular hasta que queden a la altura de los hombros. Evita impulsarte con la espalda y mantén el movimiento controlado. Este ejercicio se enfoca en el deltoides posterior y mejora la estabilidad escapular.","[""Activa el deltoides posterior"",""Mejora la postura"",""Favorece el equilibrio muscular en los hombros""]","[""Impulsarse con la espalda"",""Extender demasiado los codos"",""Elevar los hombros""]","[""Controla el peso"",""Mantén el torso inclinado fijo"",""No uses momentum""]",aislado,Deltoides posterior,"[""Trapecio medio"",""Romboides"",""Infraespinoso""]","[""Mancuernas"",""Banco plano""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""hombros"",""posterior"",""deltoides"",""mancuernas"",""gimnasio"",""aislado""]","[""elevaciones-posteriores-sentado-mancuernas"",""elevaciones-posteriores-mancuernas"",""elevaciones-posteriores-banco-inclinado""]",https://vz-cddd003b-54d.b-cdn.net/b5133e16-2fb8-409d-af3f-0b0094012695/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/b5133e16-2fb8-409d-af3f-0b0094012695,https://vz-cddd003b-54d.b-cdn.net/b5133e16-2fb8-409d-af3f-0b0094012695/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/b5133e16-2fb8-409d-af3f-0b0094012695/preview.webp?v=1752876956,https://olympo.b-cdn.net/hombros/Elevaciones-Posteriores-Sentado-Mancuernas.mp4
elevaciones-posteriores-unilateral-polea,Elevaciones posteriores en polea baja (unilateral o con cruce),"De pie, frente a la polea baja, cruza el brazo por delante del cuerpo y tira del cable hacia fuera y atrás con codo ligeramente flexionado. Mantén el torso estable y evita impulso. Permite tensión constante y buen aislamiento.","[""Tensión constante sobre el deltoides posterior"",""Permite modificar ángulo y altura"",""Mejora conexión mente-músculo""]","[""Usar peso excesivo y perder la forma"",""Convertirlo en remo"",""Rotar o usar el torso para ayudar""]","[""Activa core y espalda"",""Selecciona peso controlable"",""Evita movimientos bruscos""]",aislado,Deltoides posterior,"[""Romboides"",""Trapecio"",""Infraespinoso"",""Redondo menor"",""Deltoides lateral""]","[""Polea baja"",""Mango""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""hombros"",""polea""]","[""elevaciones-posteriores-unilateral-polea"",""elevaciones-posteriores-mancuernas"",""elevaciones-posteriores-peck-deck""]",https://vz-cddd003b-54d.b-cdn.net/c699a067-2b5a-4bbd-9b84-af6d230985ca/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/c699a067-2b5a-4bbd-9b84-af6d230985ca,https://vz-cddd003b-54d.b-cdn.net/c699a067-2b5a-4bbd-9b84-af6d230985ca/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/c699a067-2b5a-4bbd-9b84-af6d230985ca/preview.webp?v=1752876998,https://olympo.b-cdn.net/hombros/Elevaciones-Posteriores-Unilateral-Polea.mp4
elevaciones-y-banco-inclinado,Elevaciones Y en banco inclinado,"Acostado boca abajo en banco inclinado, eleva mancuernas ligeras en ángulo de 30-45º formando una Y con brazos y torso. Controla el movimiento y enfoca en trapecio inferior y medio. Excelente para salud de hombro y postura.","[""Activa trapecio inferior y medio"",""Mejora estabilidad escapular"",""Beneficia salud del hombro""]","[""Usar mucho peso"",""Encoger hombros"",""Arquear la espalda""]","[""Peso muy ligero"",""Inicia moviendo omóplatos"",""Brazos casi rectos""]",funcional,Trapecio,"[""Deltoides posterior"",""Romboides"",""Manguito rotador"",""Serrato anterior""]","[""Banco inclinado"",""Mancuernas ligeras""]","[""Intermedio"",""Avanzado""]",baja,hipertrofia,9,"[""hombros"",""movilidad"",""bajo impacto"",""gimnasio""]","[""elevaciones-y-banco-inclinado"",""remo-apoyado"",""elevaciones-l""]",https://vz-cddd003b-54d.b-cdn.net/8c598df9-3538-47c2-ba57-2f1475b4ec00/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/8c598df9-3538-47c2-ba57-2f1475b4ec00,https://vz-cddd003b-54d.b-cdn.net/8c598df9-3538-47c2-ba57-2f1475b4ec00/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/8c598df9-3538-47c2-ba57-2f1475b4ec00/preview.webp?v=1752877039,https://olympo.b-cdn.net/hombros/Elevaciones-Y-Banco-Inclinado.mp4
encogimientos-mancuernas,Encogimientos de hombros con mancuernas,"De pie con mancuernas a los lados o barra al frente, eleva los hombros verticalmente hacia las orejas sin usar impulso. Mantén el core activo y el movimiento controlado. Excelente para el desarrollo de trapecios.","[""Desarrolla masa y fuerza de trapecios"",""Mejora estabilidad escapular"",""Fortalece el agarre""]","[""Rodar los hombros"",""Usar impulso o flexionar codos"",""Movimiento rápido y sin control""]","[""No uses cargas excesivas"",""Movimiento vertical estricto"",""Consulta a un profesional si tienes lesiones de cuello""]",aislado,Trapecio,"[""Romboides"",""Deltoides"",""Elevador de la escápula"",""Antebrazos""]","[""Mancuernas""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""gimnasio"",""espalda"",""hombros"",""bajo impacto""]","[""shrugs-barra-detras"",""encogimientos-mancuernas""]",https://vz-cddd003b-54d.b-cdn.net/40491d97-1a7d-4b77-8834-d59926ace8e4/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/40491d97-1a7d-4b77-8834-d59926ace8e4,https://vz-cddd003b-54d.b-cdn.net/40491d97-1a7d-4b77-8834-d59926ace8e4/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/40491d97-1a7d-4b77-8834-d59926ace8e4/preview.webp?v=1752875452,https://olympo.b-cdn.net/espalda/Encogimientos-Mancuernas.mp4
extension-triceps-cuerda,Jalón de tríceps en polea alta con cuerda,"De pie frente a la polea alta, sujeta los extremos de la cuerda con palmas enfrentadas. Extiende los codos llevando los extremos hacia afuera y abajo, apretando los tríceps al final. Controla la subida y mantén los codos pegados al cuerpo.","[""Alta activación de la cabeza lateral del tríceps"",""Permite separar los extremos para mayor contracción"",""Buen estímulo para hipertrofia y definición""]","[""Separar los codos del cuerpo"",""Usar impulso con el torso"",""No controlar la subida de la cuerda""]","[""Mantén los codos pegados al torso"",""Selecciona un peso adecuado"",""Controla ambas fases del movimiento""]",aislado,Tríceps braquial,"[""Ancóneo""]","[""Polea alta"",""Cuerda""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""brazos""]","[""jalon-triceps-barra-recta"",""extension-triceps-por-encima-cabeza-cuerda"",""extension-triceps-por-encima-cabeza-barra""]",https://vz-cddd003b-54d.b-cdn.net/9506befc-4d2b-45bb-8f5c-24c8c4677c1a/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/9506befc-4d2b-45bb-8f5c-24c8c4677c1a,https://vz-cddd003b-54d.b-cdn.net/9506befc-4d2b-45bb-8f5c-24c8c4677c1a/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/9506befc-4d2b-45bb-8f5c-24c8c4677c1a/preview.webp?v=1752882743,https://olympo.b-cdn.net/brazos/Extension-Triceps-Cuerda.mp4
extension-triceps-mancuerna-dos-manos-copa,Extensión de tríceps con mancuerna a dos manos (copa),"De pie o sentado, sostiene una mancuerna con ambas manos, agarrando el disco o el mango por encima de la cabeza. Flexiona los codos para bajar la mancuerna por detrás de la cabeza, manteniendo los codos juntos y los brazos verticales. Extiende los codos para volver a la posición inicial, apretando los tríceps en la parte superior. Controla el movimiento en todo momento y evita que los codos se abran.","[""Gran estiramiento de la cabeza larga del tríceps"",""Ayuda a la forma y tamaño del brazo"",""Solo requiere una mancuerna"",""ideal para cualquier lugar""]","[""Abrir los codos en exceso"",""Mover la parte superior de los brazos"",""Arquear la espalda baja""]","[""Mantén los codos juntos"",""Controla el peso especialmente al bajar"",""Evita golpear la cabeza""]",aislado,Tríceps braquial,"[""Ancóneo"",""Deltoides"",""Pectoral"",""Core""]","[""Mancuerna"",""Banco (opcional)""]","[""Principiante"",""Intermedio""]",media,hipertrofia,9,"[""gimnasio"",""casa"",""brazos""]","[""extension-triceps-por-encima-cabeza-cuerda"",""extension-triceps-por-encima-cabeza-barra"",""patada-triceps-mancuerna""]",https://vz-cddd003b-54d.b-cdn.net/ffc402a3-829a-4370-b6af-43a7eac100f8/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/ffc402a3-829a-4370-b6af-43a7eac100f8,https://vz-cddd003b-54d.b-cdn.net/ffc402a3-829a-4370-b6af-43a7eac100f8/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/ffc402a3-829a-4370-b6af-43a7eac100f8/preview.webp?v=1752882968,https://olympo.b-cdn.net/brazos/Extension-Triceps-Mancuerna-Dos-Manos-Copa.mp4
